Rank,RankOpponent,eventResults,eventScore,sets,playerGames,opponentGames
242,2009.0,W,6-3 6-2,2.0,12.0,5.0
242,998.0,W,6-3 7-6,2.0,13.0,9.0
242,275.0,L,4-6 4-6,2.0,8.0,12.0
242,1985.0,W,6-3 6-0,2.0,12.0,3.0
242,200.0,L,6-7 6-4 4-6,3.0,16.0,17.0
242,,W,6-3 6-3,2.0,12.0,6.0
242,378.0,W,6-4 7-6,2.0,13.0,10.0
242,299.0,W,6-3 6-1,2.0,12.0,4.0
242,520.0,W,6-3 7-5,2.0,13.0,8.0
242,249.0,W,6-2 6-4,2.0,12.0,6.0
242,379.0,W,7-5 6-4,2.0,13.0,9.0
242,997.0,W,6-2 7-5,2.0,13.0,7.0
242,357.0,L,6-1 3-6 4-6,3.0,13.0,13.0
242,,W,6-1 6-1,2.0,12.0,2.0
242,817.0,W,6-1 6-0,2.0,12.0,1.0
242,300.0,W,6-2 6-4,2.0,12.0,6.0
242,262.0,L,6-4 3-6 3-6,3.0,12.0,16.0
243,1326.0,W,6-1 6-1,2.0,12.0,2.0
243,706.0,W,7-5 6-1,2.0,13.0,6.0
243,319.0,L,2-6 3-6,2.0,5.0,12.0
243,706.0,W,5-7 6-3 6-2,3.0,17.0,12.0
243,726.0,W,6-3 6-3,2.0,12.0,6.0
243,319.0,W,6-4 6-3,2.0,12.0,7.0
243,920.0,U,6-1 3-0,2.0,9.0,1.0
243,247.0,L,3-6 3-6,2.0,6.0,12.0
243,353.0,W,6-2 6-4,2.0,12.0,6.0
243,473.0,W,7-6 6-2,2.0,13.0,8.0
243,168.0,L,3-6 4-6,2.0,7.0,12.0
243,2102.0,W,6-0 6-1,2.0,12.0,1.0
243,761.0,W,7-5 6-2,2.0,13.0,7.0
243,351.0,L,4-6 6-7,2.0,10.0,13.0
244,445.0,L,1-6 6-7,2.0,7.0,13.0
244,1123.0,W,6-0 6-2,2.0,12.0,2.0
244,2009.0,W,6-1 6-0,2.0,12.0,1.0
244,722.0,W,6-0 6-0,2.0,12.0,0.0
244,578.0,W,6-3 6-2,2.0,12.0,5.0
244,135.0,W,6-1 4-6 7-6,3.0,17.0,13.0
244,215.0,L,4-6 1-6,2.0,5.0,12.0
244,1111.0,W,5-7 6-2 7-5,3.0,18.0,14.0
244,544.0,L,3-6 6-2 2-6,3.0,11.0,14.0
244,1047.0,W,6-1 6-0,2.0,12.0,1.0
244,90.0,L,6-7 4-6,2.0,10.0,13.0
246,667.0,L,2-6 1-6,2.0,3.0,12.0
246,839.0,W,1-6 6-3 6-2,3.0,13.0,11.0
246,598.0,L,5-7 4-6,2.0,9.0,13.0
246,582.0,U,6-4 4-1,2.0,10.0,5.0
246,69.0,L,1-6 3-6,2.0,4.0,12.0
246,125.0,W,6-4 6-2,2.0,12.0,6.0
246,175.0,L,2-6 2-6,2.0,4.0,12.0
246,,W,6-1 6-2,2.0,12.0,3.0
246,1143.0,W,6-3 6-7 6-3,3.0,18.0,13.0
246,2056.0,W,3-6 6-4 6-4,3.0,15.0,14.0
246,524.0,W,7-6 6-4,2.0,13.0,10.0
246,747.0,L,6-4 3-6 4-6,3.0,13.0,16.0
246,1189.0,L,6-7 0-6,2.0,6.0,13.0
246,1190.0,W,6-2 6-0,2.0,12.0,2.0
246,152.0,L,7-6 3-6 1-6,3.0,11.0,18.0
247,,W,6-0 6-0,2.0,12.0,0.0
247,626.0,W,6-3 6-7 6-4,3.0,18.0,14.0
247,574.0,W,6-4 6-2,2.0,12.0,6.0
247,319.0,L,1-6 6-4 2-6,3.0,9.0,16.0
247,985.0,W,6-2 6-2,2.0,12.0,4.0
247,1375.0,W,6-4 6-3,2.0,12.0,7.0
247,595.0,U,7-6 1-1,2.0,8.0,7.0
247,304.0,W,6-2 5-7 6-2,3.0,17.0,11.0
247,243.0,W,6-3 6-3,2.0,12.0,6.0
247,1596.0,W,6-2 6-0,2.0,12.0,2.0
247,527.0,W,7-6 6-2,2.0,13.0,8.0
247,436.0,W,6-4 6-7 6-1,3.0,18.0,12.0
247,307.0,L,6-2 2-6 0-6,3.0,8.0,14.0
247,1659.0,W,7-6 6-0,2.0,13.0,6.0
247,909.0,W,6-3 6-3,2.0,12.0,6.0
247,319.0,L,2-6 2-6,2.0,4.0,12.0
247,1375.0,W,6-1 6-2,2.0,12.0,3.0
247,319.0,W,6-3 6-3,2.0,12.0,6.0
247,542.0,W,7-5 6-1,2.0,13.0,6.0
247,448.0,W,6-1 3-6 6-3,3.0,15.0,10.0
247,380.0,W,6-1 6-1,2.0,12.0,2.0
247,1845.0,W,6-4 6-2,2.0,12.0,6.0
247,2087.0,W,6-4 6-2,2.0,12.0,6.0
247,,W,6-1 6-1,2.0,12.0,2.0
247,2102.0,W,6-4 6-2,2.0,12.0,6.0
247,874.0,W,6-3 6-1,2.0,12.0,4.0
247,507.0,L,3-6 6-4 4-6,3.0,13.0,16.0
247,52.0,L,4-6 4-6,2.0,8.0,12.0
247,1047.0,L,1-6 4-6,2.0,5.0,12.0
248,1014.0,W,6-1 3-6 6-4,3.0,15.0,11.0
248,27.0,L,6-4 6-7 5-7,3.0,17.0,18.0
248,28.0,L,3-6 7-6 4-6,3.0,14.0,18.0
248,35.0,L,7-6 3-6,3.0,10.0,12.0
249,1841.0,W,6-1 6-3,2.0,12.0,4.0
249,647.0,W,6-3 6-3,2.0,12.0,6.0
249,61.0,L,0-6 3-6,2.0,3.0,12.0
249,1084.0,W,6-1 6-3,2.0,12.0,4.0
249,376.0,W,6-3 6-2,2.0,12.0,5.0
249,1502.0,W,6-0 6-4,2.0,12.0,4.0
249,84.0,W,7-5  6-4,2.0,13.0,9.0
249,242.0,L,2-6 4-6,2.0,6.0,12.0
249,,W,6-2 6-4,2.0,12.0,6.0
249,758.0,W,6-0 6-2,2.0,12.0,2.0
249,741.0,W,7-5 6-4,2.0,13.0,9.0
249,748.0,U,6-4,1.0,6.0,4.0
249,323.0,W,6-3 6-2,2.0,12.0,5.0
250,315.0,L,3-6 2-6,2.0,5.0,12.0
250,169.0,L,1-6 1-6,2.0,2.0,12.0
250,236.0,L,4-6 5-7,2.0,9.0,13.0
250,,W,6-4 6-4,2.0,12.0,8.0
250,15.0,L,1-6 2-6,2.0,3.0,12.0
252,1462.0,W,6-2 6-3,2.0,12.0,5.0
252,1294.0,W,6-0 6-1,2.0,12.0,1.0
252,153.0,L,0-6 6-7,2.0,6.0,13.0
253,104.0,L,2-6 1-6,2.0,3.0,12.0
253,360.0,L,2-6 2-6,2.0,4.0,12.0
253,637.0,L,4-6 2-6,2.0,6.0,12.0
255,422.0,U,6-7 1-2,2.0,7.0,9.0
256,23.0,W,6-2 6-4,2.0,12.0,6.0
256,30.0,W,6-4 7-5,2.0,13.0,9.0
256,40.0,L,6-3 2-6 4-6,3.0,12.0,15.0
256,25.0,W,6-3 4-6 6-4,3.0,16.0,13.0
256,46.0,W,6-2 2-6 6-2,3.0,14.0,10.0
256,10.0,L,6-7 4-6,2.0,10.0,13.0
257,2009.0,W,6-3 6-1,2.0,12.0,4.0
257,1099.0,W,6-2 6-4,2.0,12.0,6.0
257,152.0,L,4-6 2-6,2.0,6.0,12.0
257,2009.0,W,6-4 6-1,2.0,12.0,5.0
257,619.0,W,6-3 6-1,2.0,12.0,4.0
257,1640.0,W,6-1 6-3,2.0,12.0,4.0
257,461.0,W,6-4 2-6 6-2,3.0,14.0,12.0
257,280.0,W,6-3 6-1,2.0,12.0,4.0
257,1190.0,W,6-1 6-2,2.0,12.0,3.0
257,263.0,W,6-4 6-4,2.0,12.0,8.0
257,134.0,L,3-6 7-6 2-6,3.0,12.0,18.0
257,114.0,L,1-6 0-6,2.0,1.0,12.0
258,196.0,L,6-4 4-6 2-6,3.0,12.0,16.0
259,560.0,W,6-2 0-6 6-3,3.0,12.0,11.0
259,351.0,U,6-4 2-6 0-1,3.0,8.0,11.0
259,353.0,L,6-3 6-7 2-6,3.0,14.0,16.0
259,552.0,L,4-6 6-4 2-6,3.0,12.0,16.0
259,,W,6-4 1-6 6-1,3.0,13.0,11.0
259,701.0,L,6-4 4-6 2-6,3.0,12.0,16.0
259,845.0,W,6-4 6-2,2.0,12.0,6.0
259,1804.0,W,6-3 6-4,2.0,12.0,7.0
259,440.0,W,1-6 6-3 6-1,3.0,13.0,10.0
259,452.0,L,5-7 1-6,2.0,6.0,13.0
260,77.0,W,6-4 6-2,2.0,12.0,6.0
260,19.0,L,1-6 3-6,2.0,4.0,12.0
260,,W,6-2 6-2,2.0,12.0,4.0
260,1266.0,W,6-1 6-1,2.0,12.0,2.0
260,379.0,W,7-5 6-1,2.0,13.0,6.0
260,474.0,W,6-2 6-3,2.0,12.0,5.0
260,471.0,W,4-6 6-1 6-2,3.0,16.0,9.0
261,578.0,W,6-4 2-6 6-3,3.0,14.0,13.0
261,208.0,L,4-6 1-6,2.0,5.0,12.0
261,193.0,W,6-7 7-5 6-1,3.0,19.0,13.0
261,227.0,W,6-1 6-1,2.0,12.0,2.0
261,113.0,W,6-4 6-2,2.0,12.0,6.0
261,222.0,L,6-7,2.0,6.0,7.0
261,618.0,W,6-2 6-4,2.0,12.0,6.0
261,882.0,W,6-0 6-4,2.0,12.0,4.0
261,733.0,W,6-2 6-4,2.0,12.0,6.0
261,587.0,W,6-3 6-2,2.0,12.0,5.0
261,113.0,L,4-6 0-6,2.0,4.0,12.0
261,887.0,W,6-3 6-2,2.0,12.0,5.0
261,978.0,W,6-2 6-0,2.0,12.0,2.0
261,544.0,W,6-2 6-2,2.0,12.0,4.0
261,269.0,L,3-6 2-6,2.0,5.0,12.0
261,117.0,L,0-6 4-6,2.0,4.0,12.0
261,,W,6-0 6-1,2.0,12.0,1.0
261,712.0,W,6-1 6-2,2.0,12.0,3.0
261,129.0,W,4-6 6-4 6-1,3.0,16.0,11.0
261,236.0,W,6-3 6-0,2.0,12.0,3.0
261,600.0,W,7-5 6-2,2.0,13.0,7.0
261,42.0,L,3-6 4-6,2.0,7.0,12.0
262,1349.0,W,3-6 6-3 7-5,3.0,16.0,14.0
262,629.0,W,6-2 3-6 6-2,3.0,15.0,10.0
262,693.0,W,6-2 6-4,2.0,12.0,6.0
262,357.0,L,5-7 0-6,2.0,5.0,13.0
262,1051.0,W,6-2 1-6 6-1,3.0,13.0,9.0
262,1657.0,W,6-4 6-3,2.0,12.0,7.0
262,629.0,W,7-5 3-6 6-4,3.0,16.0,15.0
262,242.0,W,4-6 6-3 6-3,3.0,16.0,12.0
262,61.0,L,4-6 2-6,2.0,6.0,12.0
263,1987.0,W,6-2 6-2,2.0,12.0,4.0
263,848.0,L,6-7 4-6,2.0,10.0,13.0
263,2261.0,W,6-1 6-3,2.0,12.0,4.0
263,770.0,W,6-4 6-3,2.0,12.0,7.0
263,175.0,L,0-6 1-6,2.0,1.0,12.0
263,,W,6-4 6-0,2.0,12.0,4.0
263,1279.0,W,6-2 6-1,2.0,12.0,3.0
263,908.0,L,6-7 2-6,2.0,8.0,13.0
263,2102.0,W,6-3 7-6,2.0,13.0,9.0
263,257.0,L,4-6 4-6,2.0,8.0,12.0
263,95.0,L,2-6 1-6,2.0,3.0,12.0
264,79.0,W,1-6 6-3 6-4,3.0,13.0,13.0
264,39.0,L,4-6 2-6,2.0,6.0,12.0
264,16.0,L,6-4 1-6 1-6,3.0,8.0,16.0
264,193.0,L,2-6 3-6,2.0,5.0,12.0
264,1431.0,W,6-3 6-0,2.0,12.0,3.0
264,266.0,L,0-6 6-3 4-6,3.0,10.0,15.0
264,115.0,W,6-3 6-1,2.0,12.0,4.0
264,266.0,L,6-4 2-6 2-6,3.0,10.0,16.0
265,146.0,W,7-6 6-3,2.0,13.0,9.0
265,397.0,W,2-6 6-3 7-5,3.0,15.0,14.0
265,209.0,W,2-6 7-5 6-4,3.0,15.0,15.0
265,215.0,W,6-3 3-6 7-5,3.0,16.0,14.0
265,109.0,L,4-6 4-6,2.0,8.0,12.0
265,132.0,W,2-6 7-6 6-3,3.0,15.0,15.0
265,113.0,W,6-4 6-7 6-2,3.0,18.0,13.0
265,135.0,L,2-6 4-6,2.0,6.0,12.0
265,,W,6-1 6-1,2.0,12.0,2.0
265,517.0,L,2-6 4-6,2.0,6.0,12.0
265,1727.0,W,6-2 5-7 6-1,3.0,17.0,10.0
265,39.0,L,3-6 0-6,2.0,3.0,12.0
265,173.0,L,1-6 3-6,2.0,4.0,12.0
265,1047.0,L,7-6 3-6 2-6,3.0,12.0,18.0
266,145.0,W,6-4 6-0,2.0,12.0,4.0
266,1632.0,W,6-3 6-4,2.0,12.0,7.0
266,551.0,W,4-6 6-1 6-2,3.0,16.0,9.0
266,109.0,L,1-6 6-1 3-6,3.0,10.0,13.0
266,1894.0,W,6-1 6-2,2.0,12.0,3.0
266,1547.0,W,6-3 6-3,2.0,12.0,6.0
266,1229.0,W,6-3 6-1,2.0,12.0,4.0
266,468.0,W,1-6 6-3 7-6,3.0,14.0,15.0
266,275.0,L,2-6 3-6,2.0,5.0,12.0
266,31.0,L,7-5 2-6 0-6,3.0,9.0,17.0
266,722.0,W,6-2 6-4,2.0,12.0,6.0
266,307.0,W,4-6 6-3 7-6,3.0,17.0,15.0
266,161.0,L,2-6 7-6 3-6,3.0,12.0,18.0
266,1200.0,W,6-0 6-3,2.0,12.0,3.0
266,946.0,W,6-0 6-4,2.0,12.0,4.0
266,264.0,W,6-0 3-6 6-4,3.0,15.0,10.0
266,193.0,W,5-7 6-4 6-1,3.0,17.0,12.0
266,264.0,W,4-6 6-2 6-2,3.0,16.0,10.0
266,129.0,L,7-5 0-6 2-6,3.0,9.0,17.0
267,2261.0,W,6-3 6-1,2.0,12.0,4.0
267,166.0,W,3-6 6-1 6-3,3.0,15.0,10.0
267,134.0,L,2-6 3-6,2.0,5.0,12.0
267,362.0,L,6-7 3-6,2.0,9.0,13.0
267,124.0,W,7-5 6-4,2.0,13.0,9.0
267,554.0,L,4-6 3-6,2.0,7.0,12.0
268,948.0,W,6-1 6-3,2.0,12.0,4.0
268,1372.0,W,6-1 6-1,2.0,12.0,2.0
268,603.0,W,7-5 6-4,2.0,13.0,9.0
268,366.0,W,7-5 6-1,2.0,13.0,6.0
268,359.0,W,6-2 7-6,2.0,13.0,8.0
268,1527.0,W,6-1 6-1,2.0,12.0,2.0
268,1875.0,W,6-3 5-7 6-1,3.0,17.0,11.0
268,622.0,W,6-4 4-6 6-1,3.0,16.0,11.0
268,414.0,W,7-6 7-5,2.0,14.0,11.0
268,506.0,W,6-4 6-4,2.0,12.0,8.0
268,324.0,W,6-1 6-4,2.0,12.0,5.0
268,505.0,W,6-2 6-3,2.0,12.0,5.0
268,836.0,W,6-4 6-4,2.0,12.0,8.0
268,150.0,L,1-6 1-6,2.0,2.0,12.0
269,222.0,L,1-6 4-6,2.0,5.0,12.0
269,417.0,L,1-6 7-6 3-6,3.0,11.0,18.0
269,2195.0,W,6-2 6-4,2.0,12.0,6.0
269,1390.0,W,6-4 6-4,2.0,12.0,8.0
269,642.0,W,6-0 6-0,2.0,12.0,0.0
269,261.0,W,6-3 6-2,2.0,12.0,5.0
269,161.0,L,6-7 5-7,2.0,11.0,14.0
269,1719.0,W,6-3 6-3,2.0,12.0,6.0
269,622.0,L,6-7,2.0,6.0,7.0
269,283.0,W,6-0 7-5,2.0,13.0,5.0
269,,W,6-1 6-1,2.0,12.0,2.0
269,244.0,W,6-3 4-6 7-5,3.0,17.0,14.0
269,89.0,L,4-6 5-7,2.0,9.0,13.0
269,,W,6-0 6-1,2.0,12.0,1.0
269,737.0,W,6-2 1-6 6-3,3.0,13.0,11.0
269,169.0,L,5-7 3-6,2.0,8.0,13.0
270,62.0,L,6-3 2-6 1-6,3.0,9.0,15.0
270,536.0,L,1-6 4-6,2.0,5.0,12.0
270,1153.0,L,1-6 2-6,2.0,3.0,12.0
271,1066.0,L,1-6 4-6,2.0,5.0,12.0
271,2261.0,W,6-3 4-6 6-4,3.0,16.0,13.0
271,928.0,W,6-7 6-4 6-4,3.0,18.0,15.0
271,99.0,L,2-6 6-4 2-6,3.0,10.0,16.0
271,1030.0,W,6-2 7-6,2.0,13.0,8.0
271,387.0,W,6-7 6-3 6-3,3.0,18.0,13.0
271,146.0,U,6-3 3-0,2.0,9.0,3.0
271,331.0,L,0-6 4-6,2.0,4.0,12.0
271,362.0,L,6-1 5-7 1-6,3.0,12.0,14.0
272,318.0,W,6-7 6-3 6-3,3.0,18.0,13.0
272,52.0,L,6-2 4-6 4-6,3.0,14.0,14.0
272,1538.0,W,7-5 6-1,2.0,13.0,6.0
272,912.0,W,6-1 6-2,2.0,12.0,3.0
272,306.0,L,4-6 2-6,2.0,6.0,12.0
272,935.0,W,6-0 6-3,2.0,12.0,3.0
272,1547.0,W,6-1 6-2,2.0,12.0,3.0
272,1468.0,W,6-1 6-1,2.0,12.0,2.0
272,473.0,L,3-6 2-6,2.0,5.0,12.0
273,824.0,W,7-5 6-1,2.0,13.0,6.0
273,111.0,L,4-6 1-6,2.0,5.0,12.0
273,,W,6-2 6-0,2.0,12.0,2.0
273,2393.0,U,6-2 4-2,2.0,10.0,4.0
273,971.0,W,6-4 6-4,2.0,12.0,8.0
273,811.0,W,6-1 6-4,2.0,12.0,5.0
273,69.0,L,3-6 3-6,2.0,6.0,12.0
273,160.0,L,6-7 4-6,2.0,10.0,13.0
273,,W,6-1 6-0,2.0,12.0,1.0
273,1025.0,U,7-5 1-0,2.0,8.0,5.0
273,461.0,L,1-6 6-2 2-6,3.0,9.0,14.0
274,2594.0,W,6-0 6-3,2.0,12.0,3.0
274,712.0,W,6-3 6-2,2.0,12.0,5.0
274,156.0,L,6-7 0-6,2.0,6.0,13.0
274,1280.0,W,6-1 6-0,2.0,12.0,1.0
274,1241.0,W,7-6 6-1,2.0,13.0,7.0
274,724.0,W,6-7 6-2 6-4,3.0,18.0,13.0
274,119.0,L,3-6 6-7,2.0,9.0,13.0
274,797.0,W,6-2 7-5,2.0,13.0,7.0
274,736.0,W,6-3 5-7 6-2,3.0,17.0,12.0
274,156.0,L,2-6 6-7,2.0,8.0,13.0
274,491.0,L,3-6 6-4 6-7,3.0,15.0,17.0
274,2412.0,W,6-0 6-1,2.0,12.0,1.0
274,819.0,W,6-4 6-1,2.0,12.0,5.0
274,442.0,L,4-6 4-6,2.0,8.0,12.0
274,1513.0,W,6-4 6-2,2.0,12.0,6.0
274,670.0,W,6-4 6-4,2.0,12.0,8.0
274,55.0,L,3-6 2-6,2.0,5.0,12.0
274,,W,6-3 6-1,2.0,12.0,4.0
274,812.0,L,5-7 6-7,2.0,11.0,14.0
274,1456.0,L,7-5 6-7 2-6,3.0,15.0,18.0
274,1239.0,W,6-3 6-3,2.0,12.0,6.0
274,1212.0,W,6-3 6-4,2.0,12.0,7.0
274,555.0,L,6-1 5-7 0-6,3.0,11.0,14.0
275,2768.0,W,6-0 6-0,2.0,12.0,0.0
275,852.0,W,6-1 6-1,2.0,12.0,2.0
275,242.0,W,6-4 6-4,2.0,12.0,8.0
275,503.0,U,6-1 3-0,2.0,9.0,1.0
275,266.0,W,6-2 6-3,2.0,12.0,5.0
275,,W,6-2 6-2,2.0,12.0,4.0
275,2161.0,W,6-0 6-1,2.0,12.0,1.0
275,1894.0,W,6-2 6-3,2.0,12.0,5.0
275,609.0,W,6-7 6-2 6-1,3.0,18.0,10.0
275,503.0,L,4-6 5-7,2.0,9.0,13.0
276,1492.0,W,6-1 4-6 6-1,3.0,16.0,8.0
276,198.0,W,7-6 6-1,2.0,13.0,7.0
276,1077.0,W,6-4 6-3,2.0,12.0,7.0
276,408.0,W,3-6 6-3 6-4,3.0,15.0,13.0
276,567.0,W,3-6 6-3 6-4,3.0,15.0,13.0
276,,W,7-6 6-0,2.0,13.0,6.0
276,383.0,W,6-2 6-4,2.0,12.0,6.0
276,200.0,W,6-2 4-6 6-3,3.0,16.0,11.0
276,408.0,W,6-3 6-4,2.0,12.0,7.0
276,198.0,W,7-5 6-1,2.0,13.0,6.0
276,1050.0,W,6-2 6-7 6-2,3.0,18.0,11.0
276,817.0,U,RET,0.0,0.0,0.0
276,972.0,W,6-1 6-0,2.0,12.0,1.0
276,1832.0,W,6-4 6-4,2.0,12.0,8.0
276,1875.0,W,6-4 6-3,2.0,12.0,7.0
276,827.0,W,6-4 6-2,2.0,12.0,6.0
276,1663.0,W,6-4 7-5,2.0,13.0,9.0
276,681.0,W,5-7 6-3 6-4,3.0,17.0,14.0
276,1087.0,W,7-6 6-3,2.0,13.0,9.0
276,1747.0,W,6-2 6-1,2.0,12.0,3.0
276,1048.0,W,6-2 6-3,2.0,12.0,5.0
276,844.0,W,7-6 2-6 6-1,3.0,15.0,13.0
276,324.0,L,2-6 6-2 5-7,3.0,13.0,15.0
277,53.0,W,7-6 6-3,2.0,13.0,9.0
277,161.0,W,6-3 3-6 7-5,3.0,16.0,14.0
277,126.0,L,4-6 1-6,2.0,5.0,12.0
278,,W,6-4 6-2,2.0,12.0,6.0
278,2009.0,W,6-3 6-1,2.0,12.0,4.0
278,510.0,W,6-4 6-3,2.0,12.0,7.0
278,599.0,W,6-1 1-6 6-4,3.0,13.0,11.0
278,355.0,W,6-4 6-3,2.0,12.0,7.0
278,,W,6-3 6-1,2.0,12.0,4.0
278,1111.0,W,6-3 1-6 7-6,3.0,14.0,15.0
278,502.0,W,6-3 6-4,2.0,12.0,7.0
278,400.0,L,3-6 4-6,2.0,7.0,12.0
278,,W,6-3 6-0,2.0,12.0,3.0
278,,W,6-1 6-1,2.0,12.0,2.0
278,648.0,L,6-4 4-6 4-6,3.0,14.0,16.0
278,1286.0,L,0-6 5-7,2.0,5.0,13.0
278,,W,6-0 6-4,2.0,12.0,4.0
278,668.0,W,6-1 6-3,2.0,12.0,4.0
278,366.0,L,3-6 4-6,2.0,7.0,12.0
278,1295.0,L,3-6 6-3 4-6,3.0,13.0,15.0
278,1680.0,W,6-4 2-6 6-3,3.0,14.0,13.0
278,1459.0,W,6-3 6-0,2.0,12.0,3.0
278,447.0,W,6-2 6-4,2.0,12.0,6.0
278,632.0,W,6-2 6-2,2.0,12.0,4.0
278,384.0,L,4-6 6-3 5-7,3.0,15.0,16.0
279,506.0,W,7-5 6-0,2.0,13.0,5.0
279,865.0,W,7-5 6-4,2.0,13.0,9.0
279,307.0,L,2-6 6-7,2.0,8.0,13.0
279,42.0,L,6-1 0-6 4-6,3.0,10.0,13.0
279,1521.0,W,6-3 6-7 6-3,3.0,18.0,13.0
279,620.0,W,6-4 6-4,2.0,12.0,8.0
279,657.0,W,6-4 4-6 6-3,3.0,16.0,13.0
279,454.0,L,3-6 6-3 5-7,3.0,14.0,16.0
279,87.0,L,4-6 6-7,2.0,10.0,13.0
279,1006.0,W,6-2 6-1,2.0,12.0,3.0
279,151.0,L,5-7 2-6,2.0,7.0,13.0
279,100.0,L,2-6 2-6,2.0,4.0,12.0
280,581.0,W,6-3 6-0,2.0,12.0,3.0
280,92.0,L,3-6 1-6,2.0,4.0,12.0
280,1715.0,W,6-1 6-3,2.0,12.0,4.0
280,1188.0,W,6-1 6-1,2.0,12.0,2.0
280,667.0,W,6-3 6-1,2.0,12.0,4.0
280,152.0,L,6-7 2-6,2.0,8.0,13.0
280,764.0,W,6-4 1-6 6-2,3.0,13.0,12.0
280,2009.0,W,6-0 6-2,2.0,12.0,2.0
280,166.0,W,6-4 6-3,2.0,12.0,7.0
280,387.0,W,6-3 6-2,2.0,12.0,5.0
280,257.0,L,3-6 1-6,2.0,4.0,12.0
280,766.0,W,6-2 6-1,2.0,12.0,3.0
280,859.0,W,6-1 6-4,2.0,12.0,5.0
280,297.0,L,6-4 6-7 3-6,3.0,15.0,17.0
280,2768.0,W,6-1 6-3,2.0,12.0,4.0
280,733.0,W,7-5 7-5,2.0,14.0,10.0
280,227.0,L,3-6 5-7,2.0,8.0,13.0
281,218.0,W,6-3 7-5,2.0,13.0,8.0
281,12.0,L,3-6 0-6,2.0,3.0,12.0
281,388.0,L,6-4 6-7 4-6,3.0,16.0,17.0
281,117.0,W,6-1 6-1,2.0,12.0,2.0
281,310.0,L,4-6 4-6,2.0,8.0,12.0
281,350.0,L,3-6 2-6,2.0,5.0,12.0
281,,W,6-1 6-0,2.0,12.0,1.0
281,2594.0,W,6-0 6-3,2.0,12.0,3.0
281,500.0,W,6-1 6-4,2.0,12.0,5.0
281,71.0,W,6-3 2-6 6-3,3.0,14.0,12.0
281,16.0,L,3-6 4-6,2.0,7.0,12.0
282,,W,6-7 6-2 7-5,3.0,19.0,14.0
282,69.0,L,0-6 0-6,2.0,0.0,12.0
282,116.0,L,4-6 1-6,2.0,5.0,12.0
282,65.0,L,3-6 0-6,2.0,3.0,12.0
282,977.0,W,6-4 3-6 6-3,3.0,15.0,13.0
282,644.0,L,0-6 1-6,2.0,1.0,12.0
283,1100.0,W,6-4 6-1,2.0,12.0,5.0
283,1413.0,W,6-3 6-1,2.0,12.0,4.0
283,119.0,L,2-6 6-7,2.0,8.0,13.0
283,2056.0,W,7-5 6-1,2.0,13.0,6.0
283,316.0,U,2-6 1-0,2.0,3.0,6.0
283,1457.0,W,6-1 6-3,2.0,12.0,4.0
283,1010.0,W,6-3 3-6 6-2,3.0,15.0,11.0
283,21.0,L,5-7 3-6,2.0,8.0,13.0
283,560.0,L,6-7,2.0,6.0,7.0
283,,W,6-4 6-2,2.0,12.0,6.0
283,1167.0,L,4-6 6-7,2.0,10.0,13.0
283,338.0,L,2-6 0-6,2.0,2.0,12.0
283,,W,6-1 6-1,2.0,12.0,2.0
283,1132.0,W,6-3 6-1,2.0,12.0,4.0
283,801.0,L,0-6 1-6,2.0,1.0,12.0
283,392.0,W,6-4 7-5,2.0,13.0,9.0
283,52.0,L,2-6 3-6,2.0,5.0,12.0
283,538.0,L,5-7 6-7,2.0,11.0,14.0
284,18.0,W,7-6 4-6 6-3,3.0,17.0,15.0
284,23.0,L,6-3 3-6 5-7,3.0,14.0,16.0
285,,W,6-2 6-2,2.0,12.0,4.0
285,,W,6-2 6-3,2.0,12.0,5.0
285,1933.0,W,6-3 6-2,2.0,12.0,5.0
285,,W,6-3 6-0,2.0,12.0,3.0
285,7.0,U,4-6 4-1,2.0,8.0,7.0
285,53.0,L,6-7 6-0 1-6,3.0,13.0,13.0
286,69.0,L,1-6 3-6,2.0,4.0,12.0
286,938.0,L,4-6 6-4 2-6,3.0,12.0,16.0
286,554.0,L,6-4 2-6 0-6,3.0,8.0,16.0
286,1812.0,W,6-1 6-2,2.0,12.0,3.0
286,157.0,W,6-3 7-5,2.0,13.0,8.0
286,151.0,L,2-6 5-7,2.0,7.0,13.0
286,974.0,W,6-3 6-1,2.0,12.0,4.0
286,1107.0,W,7-6 6-4,2.0,13.0,10.0
286,341.0,U,6-2,1.0,6.0,2.0
286,312.0,L,3-6 7-5 0-6,3.0,10.0,17.0
286,1107.0,W,6-3 6-0,2.0,12.0,3.0
286,124.0,W,3-6 6-3 6-2,3.0,15.0,11.0
286,114.0,L,2-6 4-6,2.0,6.0,12.0
289,173.0,L,3-6 0-6,2.0,3.0,12.0
289,161.0,L,4-6 6-0 4-6,3.0,14.0,12.0
289,623.0,W,6-4 6-3,2.0,12.0,7.0
289,90.0,W,6-1 6-1,2.0,12.0,2.0
289,75.0,L,1-6 7-6 1-6,3.0,9.0,18.0
289,114.0,W,6-3 6-0,2.0,12.0,3.0
289,362.0,W,6-0 6-2,2.0,12.0,2.0
289,121.0,W,6-2 1-6 6-1,3.0,13.0,9.0
289,554.0,W,4-6 6-4 6-0,3.0,16.0,10.0
289,69.0,L,3-6 1-6,2.0,4.0,12.0
290,222.0,L,1-6 4-6,2.0,5.0,12.0
290,209.0,L,6-7 4-6,2.0,10.0,13.0
291,59.0,L,1-6 3-6,2.0,4.0,12.0
